incident_id,date,country,customer_type,tracking_number,carrier,category,description,status,customer_email,satisfaction_score
TRF-000168,2023-06-17,US,B2B,TRACK00000168,FEDEX,LOST_PARCEL,Closed LOST_PARCEL incident handled for FEDEX,CLOSED,client168@example.com,3
TRF-000169,2023-06-18,ES,B2B,TRACK00000169,LOCAL_ES,DAMAGE,Closed DAMAGE incident handled for LOCAL_ES,CLOSED,client169@example.com,2
TRF-000170,2023-06-19,ES,B2B,TRACK00000170,SEUR,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for SEUR,CLOSED,client170@example.com,3
TRF-000171,2023-06-20,US,B2B,TRACK00000171,DHL_US,DAMAGE,Closed DAMAGE incident handled for DHL_US,CLOSED,client171@example.com,1
TRF-000172,2023-06-21,ES,B2B,TRACK00000172,LOCAL_ES,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for LOCAL_ES,CLOSED,client172@example.com,3
TRF-000173,2023-06-22,US,B2B,TRACK00000173,FEDEX,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for FEDEX,CLOSED,client173@example.com,2
TRF-000174,2023-06-23,ES,B2C,TRACK00000174,LOCAL_ES,LOST_PARCEL,Closed LOST_PARCEL incident handled for LOCAL_ES,CLOSED,client174@example.com,2
TRF-000175,2023-06-24,US,B2C,TRACK00000175,UPS,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for UPS,CLOSED,client175@example.com,3
TRF-000176,2023-06-25,ES,B2C,TRACK00000176,SEUR,DAMAGE,Closed DAMAGE incident handled for SEUR,CLOSED,client176@example.com,2
TRF-000177,2023-06-26,ES,B2C,TRACK00000177,MRW,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for MRW,CLOSED,client177@example.com,4
TRF-000178,2023-06-27,ES,B2C,TRACK00000178,MRW,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for MRW,CLOSED,client178@example.com,4
TRF-000179,2023-06-28,ES,B2C,TRACK00000179,DHL_ES,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for DHL_ES,CLOSED,client179@example.com,4
TRF-000180,2023-06-29,ES,B2B,TRACK00000180,MRW,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for MRW,CLOSED,client180@example.com,3
TRF-000181,2023-06-30,US,B2C,TRACK00000181,UPS,DAMAGE,Closed DAMAGE incident handled for UPS,CLOSED,client181@example.com,3
TRF-000182,2023-07-01,US,B2B,TRACK00000182,FEDEX,DAMAGE,Closed DAMAGE incident handled for FEDEX,CLOSED,client182@example.com,2
TRF-000183,2023-07-02,US,B2B,TRACK00000183,DHL_US,DAMAGE,Closed DAMAGE incident handled for DHL_US,CLOSED,client183@example.com,2
TRF-000184,2023-07-03,US,B2B,TRACK00000184,UPS,LOST_PARCEL,Closed LOST_PARCEL incident handled for UPS,CLOSED,client184@example.com,3
TRF-000185,2023-07-04,ES,B2B,TRACK00000185,SEUR,LOST_PARCEL,Closed LOST_PARCEL incident handled for SEUR,CLOSED,client185@example.com,1
TRF-000186,2023-07-05,ES,B2C,TRACK00000186,LOCAL_ES,DAMAGE,Closed DAMAGE incident handled for LOCAL_ES,CLOSED,client186@example.com,2
TRF-000187,2023-07-06,US,B2C,TRACK00000187,DHL_US,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for DHL_US,CLOSED,client187@example.com,4
TRF-000188,2023-07-07,ES,B2C,TRACK00000188,SEUR,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for SEUR,CLOSED,client188@example.com,4
TRF-000189,2023-07-08,ES,B2B,TRACK00000189,LOCAL_ES,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for LOCAL_ES,CLOSED,client189@example.com,3
TRF-000190,2023-07-09,ES,B2C,TRACK00000190,LOCAL_ES,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for LOCAL_ES,CLOSED,client190@example.com,3
TRF-000191,2023-07-10,US,B2C,TRACK00000191,FEDEX,LOST_PARCEL,Closed LOST_PARCEL incident handled for FEDEX,CLOSED,client191@example.com,1
TRF-000192,2023-07-11,ES,B2C,TRACK00000192,SEUR,DAMAGE,Closed DAMAGE incident handled for SEUR,CLOSED,client192@example.com,2
TRF-000193,2023-07-12,US,B2C,TRACK00000193,FEDEX,DAMAGE,Closed DAMAGE incident handled for FEDEX,CLOSED,client193@example.com,2
TRF-000194,2023-07-13,US,B2B,TRACK00000194,UPS,LOST_PARCEL,Closed LOST_PARCEL incident handled for UPS,CLOSED,client194@example.com,3
TRF-000195,2023-07-14,US,B2C,TRACK00000195,UPS,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for UPS,CLOSED,client195@example.com,4
TRF-000196,2023-07-15,US,B2C,TRACK00000196,UPS,LOST_PARCEL,Closed LOST_PARCEL incident handled for UPS,CLOSED,client196@example.com,2
TRF-000197,2023-07-16,US,B2C,TRACK00000197,UPS,LOST_PARCEL,Closed LOST_PARCEL incident handled for UPS,CLOSED,client197@example.com,2
TRF-000198,2023-07-17,ES,B2C,TRACK00000198,LOCAL_ES,DAMAGE,Closed DAMAGE incident handled for LOCAL_ES,CLOSED,client198@example.com,3
TRF-000199,2023-07-18,ES,B2C,TRACK00000199,LOCAL_ES,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for LOCAL_ES,CLOSED,client199@example.com,2
TRF-000200,2023-07-19,US,B2C,TRACK00000200,DHL_US,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for DHL_US,CLOSED,client200@example.com,3
TRF-000201,2023-07-20,US,B2C,TRACK00000201,UPS,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for UPS,CLOSED,client201@example.com,2
TRF-000202,2023-07-21,ES,B2C,TRACK00000202,DHL_ES,DAMAGE,Closed DAMAGE incident handled for DHL_ES,CLOSED,client202@example.com,3
TRF-000203,2023-07-22,US,B2B,TRACK00000203,DHL_US,LOST_PARCEL,Closed LOST_PARCEL incident handled for DHL_US,CLOSED,client203@example.com,3
TRF-000204,2023-07-23,ES,B2B,TRACK00000204,DHL_ES,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for DHL_ES,CLOSED,client204@example.com,3
TRF-000205,2023-07-24,US,B2C,TRACK00000205,UPS,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for UPS,CLOSED,client205@example.com,3
TRF-000206,2023-07-25,ES,B2B,TRACK00000206,LOCAL_ES,DAMAGE,Closed DAMAGE incident handled for LOCAL_ES,CLOSED,client206@example.com,1
TRF-000207,2023-07-26,US,B2C,TRACK00000207,FEDEX,LOST_PARCEL,Closed LOST_PARCEL incident handled for FEDEX,CLOSED,client207@example.com,3
TRF-000208,2023-07-27,US,B2C,TRACK00000208,FEDEX,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for FEDEX,CLOSED,client208@example.com,3
TRF-000209,2023-07-28,US,B2B,TRACK00000209,DHL_US,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for DHL_US,CLOSED,client209@example.com,2
TRF-000210,2023-07-29,ES,B2B,TRACK00000210,MRW,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for MRW,CLOSED,client210@example.com,4
TRF-000211,2023-07-30,ES,B2C,TRACK00000211,DHL_ES,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for DHL_ES,CLOSED,client211@example.com,3
TRF-000212,2023-07-31,ES,B2C,TRACK00000212,DHL_ES,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for DHL_ES,CLOSED,client212@example.com,3
TRF-000213,2023-08-01,ES,B2C,TRACK00000213,MRW,LOST_PARCEL,Closed LOST_PARCEL incident handled for MRW,CLOSED,client213@example.com,2
TRF-000214,2023-08-02,US,B2C,TRACK00000214,UPS,DAMAGE,Closed DAMAGE incident handled for UPS,CLOSED,client214@example.com,2
TRF-000215,2023-08-03,ES,B2B,TRACK00000215,MRW,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for MRW,CLOSED,client215@example.com,4
TRF-000216,2023-08-04,ES,B2B,TRACK00000216,DHL_ES,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for DHL_ES,CLOSED,client216@example.com,2
TRF-000217,2023-08-05,ES,B2C,TRACK00000217,SEUR,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for SEUR,CLOSED,client217@example.com,3
TRF-000218,2023-08-06,ES,B2B,TRACK00000218,DHL_ES,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for DHL_ES,CLOSED,client218@example.com,3
TRF-000219,2023-08-07,ES,B2B,TRACK00000219,LOCAL_ES,DAMAGE,Closed DAMAGE incident handled for LOCAL_ES,CLOSED,client219@example.com,3
TRF-000220,2023-08-08,ES,B2C,TRACK00000220,SEUR,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for SEUR,CLOSED,client220@example.com,3
TRF-000221,2023-08-09,ES,B2B,TRACK00000221,LOCAL_ES,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for LOCAL_ES,CLOSED,client221@example.com,3
TRF-000222,2023-08-10,ES,B2C,TRACK00000222,MRW,LOST_PARCEL,Closed LOST_PARCEL incident handled for MRW,CLOSED,client222@example.com,1
TRF-000223,2023-08-11,US,B2C,TRACK00000223,FEDEX,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for FEDEX,CLOSED,client223@example.com,4
TRF-000224,2023-08-12,US,B2B,TRACK00000224,UPS,LOST_PARCEL,Closed LOST_PARCEL incident handled for UPS,CLOSED,client224@example.com,2
TRF-000225,2023-08-13,US,B2B,TRACK00000225,UPS,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for UPS,CLOSED,client225@example.com,3
TRF-000226,2023-08-14,ES,B2B,TRACK00000226,DHL_ES,DAMAGE,Closed DAMAGE incident handled for DHL_ES,CLOSED,client226@example.com,2
TRF-000227,2023-08-15,ES,B2C,TRACK00000227,LOCAL_ES,DAMAGE,Closed DAMAGE incident handled for LOCAL_ES,CLOSED,client227@example.com,2
TRF-000228,2023-08-16,ES,B2C,TRACK00000228,SEUR,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for SEUR,CLOSED,client228@example.com,2
TRF-000229,2023-08-17,ES,B2C,TRACK00000229,SEUR,DAMAGE,Closed DAMAGE incident handled for SEUR,CLOSED,client229@example.com,2
TRF-000230,2023-08-18,ES,B2C,TRACK00000230,DHL_ES,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for DHL_ES,CLOSED,client230@example.com,3
TRF-000231,2023-08-19,US,B2B,TRACK00000231,UPS,DAMAGE,Closed DAMAGE incident handled for UPS,CLOSED,client231@example.com,3
TRF-000232,2023-08-20,US,B2C,TRACK00000232,UPS,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for UPS,CLOSED,client232@example.com,4
TRF-000233,2023-08-21,US,B2C,TRACK00000233,FEDEX,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for FEDEX,CLOSED,client233@example.com,3
TRF-000234,2023-08-22,ES,B2B,TRACK00000234,SEUR,DAMAGE,Closed DAMAGE incident handled for SEUR,CLOSED,client234@example.com,3
TRF-000235,2023-08-23,ES,B2C,TRACK00000235,DHL_ES,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for DHL_ES,CLOSED,client235@example.com,3
TRF-000236,2023-08-24,US,B2B,TRACK00000236,DHL_US,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for DHL_US,CLOSED,client236@example.com,3
TRF-000237,2023-08-25,US,B2C,TRACK00000237,UPS,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for UPS,CLOSED,client237@example.com,3
TRF-000238,2023-08-26,ES,B2B,TRACK00000238,DHL_ES,DAMAGE,Closed DAMAGE incident handled for DHL_ES,CLOSED,client238@example.com,3
TRF-000239,2023-08-27,ES,B2B,TRACK00000239,LOCAL_ES,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for LOCAL_ES,CLOSED,client239@example.com,3
TRF-000240,2023-08-28,US,B2B,TRACK00000240,UPS,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for UPS,CLOSED,client240@example.com,3
TRF-000241,2023-08-29,US,B2B,TRACK00000241,FEDEX,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for FEDEX,CLOSED,client241@example.com,4
TRF-000242,2023-08-30,ES,B2B,TRACK00000242,MRW,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for MRW,CLOSED,client242@example.com,4
TRF-000243,2023-08-31,ES,B2B,TRACK00000243,DHL_ES,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for DHL_ES,CLOSED,client243@example.com,3
TRF-000244,2023-09-01,US,B2B,TRACK00000244,FEDEX,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for FEDEX,CLOSED,client244@example.com,3
TRF-000245,2023-09-02,US,B2C,TRACK00000245,UPS,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for UPS,CLOSED,client245@example.com,3
TRF-000246,2023-09-03,US,B2B,TRACK00000246,FEDEX,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for FEDEX,CLOSED,client246@example.com,3
TRF-000247,2023-09-04,US,B2C,TRACK00000247,FEDEX,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for FEDEX,CLOSED,client247@example.com,2
TRF-000248,2023-09-05,ES,B2B,TRACK00000248,SEUR,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for SEUR,CLOSED,client248@example.com,2
TRF-000249,2023-09-06,ES,B2C,TRACK00000249,SEUR,DAMAGE,Closed DAMAGE incident handled for SEUR,CLOSED,client249@example.com,3
TRF-000250,2023-09-07,ES,B2C,TRACK00000250,SEUR,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for SEUR,CLOSED,client250@example.com,3
TRF-000251,2023-09-08,US,B2C,TRACK00000251,FEDEX,DAMAGE,Closed DAMAGE incident handled for FEDEX,CLOSED,client251@example.com,2
TRF-000252,2023-09-09,ES,B2B,TRACK00000252,MRW,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for MRW,CLOSED,client252@example.com,4
TRF-000253,2023-09-10,US,B2B,TRACK00000253,UPS,DAMAGE,Closed DAMAGE incident handled for UPS,CLOSED,client253@example.com,3
TRF-000254,2023-09-11,US,B2C,TRACK00000254,UPS,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for UPS,CLOSED,client254@example.com,4
TRF-000255,2023-09-12,US,B2C,TRACK00000255,FEDEX,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for FEDEX,CLOSED,client255@example.com,2
TRF-000256,2023-09-13,US,B2C,TRACK00000256,UPS,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for UPS,CLOSED,client256@example.com,4
TRF-000257,2023-09-14,US,B2C,TRACK00000257,UPS,DAMAGE,Closed DAMAGE incident handled for UPS,CLOSED,client257@example.com,2
TRF-000258,2023-09-15,US,B2C,TRACK00000258,UPS,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for UPS,CLOSED,client258@example.com,3
TRF-000259,2023-09-16,ES,B2C,TRACK00000259,DHL_ES,DAMAGE,Closed DAMAGE incident handled for DHL_ES,CLOSED,client259@example.com,3
TRF-000260,2023-09-17,ES,B2B,TRACK00000260,LOCAL_ES,LOST_PARCEL,Closed LOST_PARCEL incident handled for LOCAL_ES,CLOSED,client260@example.com,2
TRF-000261,2023-09-18,US,B2B,TRACK00000261,FEDEX,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for FEDEX,CLOSED,client261@example.com,4
TRF-000262,2023-09-19,ES,B2B,TRACK00000262,SEUR,DAMAGE,Closed DAMAGE incident handled for SEUR,CLOSED,client262@example.com,3
TRF-000263,2023-09-20,ES,B2B,TRACK00000263,SEUR,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for SEUR,CLOSED,client263@example.com,3
TRF-000264,2023-09-21,ES,B2C,TRACK00000264,DHL_ES,DAMAGE,Closed DAMAGE incident handled for DHL_ES,CLOSED,client264@example.com,3
TRF-000265,2023-09-22,ES,B2C,TRACK00000265,SEUR,LOST_PARCEL,Closed LOST_PARCEL incident handled for SEUR,CLOSED,client265@example.com,3
TRF-000266,2023-09-23,US,B2B,TRACK00000266,UPS,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for UPS,CLOSED,client266@example.com,3
TRF-000267,2023-09-24,US,B2C,TRACK00000267,UPS,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for UPS,CLOSED,client267@example.com,3
TRF-000268,2023-09-25,US,B2B,TRACK00000268,UPS,DAMAGE,Closed DAMAGE incident handled for UPS,CLOSED,client268@example.com,4
TRF-000269,2023-09-26,ES,B2B,TRACK00000269,DHL_ES,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for DHL_ES,CLOSED,client269@example.com,3
TRF-000270,2023-09-27,US,B2C,TRACK00000270,DHL_US,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for DHL_US,CLOSED,client270@example.com,2
TRF-000271,2023-09-28,US,B2B,TRACK00000271,UPS,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for UPS,CLOSED,client271@example.com,3
TRF-000272,2023-09-29,US,B2C,TRACK00000272,UPS,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for UPS,CLOSED,client272@example.com,2
TRF-000273,2023-09-30,US,B2C,TRACK00000273,UPS,LOST_PARCEL,Closed LOST_PARCEL incident handled for UPS,CLOSED,client273@example.com,3
TRF-000274,2023-10-01,ES,B2B,TRACK00000274,LOCAL_ES,DAMAGE,Closed DAMAGE incident handled for LOCAL_ES,CLOSED,client274@example.com,2
TRF-000275,2023-10-02,US,B2B,TRACK00000275,FEDEX,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for FEDEX,CLOSED,client275@example.com,3
TRF-000276,2023-10-03,ES,B2C,TRACK00000276,DHL_ES,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for DHL_ES,CLOSED,client276@example.com,3
TRF-000277,2023-10-04,ES,B2B,TRACK00000277,LOCAL_ES,LOST_PARCEL,Closed LOST_PARCEL incident handled for LOCAL_ES,CLOSED,client277@example.com,2
TRF-000278,2023-10-05,ES,B2C,TRACK00000278,MRW,LOST_PARCEL,Closed LOST_PARCEL incident handled for MRW,CLOSED,client278@example.com,2
TRF-000279,2023-10-06,US,B2B,TRACK00000279,FEDEX,DAMAGE,Closed DAMAGE incident handled for FEDEX,CLOSED,client279@example.com,3
TRF-000280,2023-10-07,ES,B2C,TRACK00000280,SEUR,LOST_PARCEL,Closed LOST_PARCEL incident handled for SEUR,CLOSED,client280@example.com,2
TRF-000281,2023-10-08,US,B2B,TRACK00000281,DHL_US,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for DHL_US,CLOSED,client281@example.com,4
TRF-000282,2023-10-09,ES,B2C,TRACK00000282,LOCAL_ES,DAMAGE,Closed DAMAGE incident handled for LOCAL_ES,CLOSED,client282@example.com,2
TRF-000283,2023-10-10,US,B2C,TRACK00000283,FEDEX,DAMAGE,Closed DAMAGE incident handled for FEDEX,CLOSED,client283@example.com,2
TRF-000284,2023-10-11,ES,B2C,TRACK00000284,SEUR,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for SEUR,CLOSED,client284@example.com,3
TRF-000285,2023-10-12,ES,B2C,TRACK00000285,DHL_ES,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for DHL_ES,CLOSED,client285@example.com,4
TRF-000286,2023-10-13,US,B2C,TRACK00000286,UPS,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for UPS,CLOSED,client286@example.com,3
TRF-000287,2023-10-14,ES,B2B,TRACK00000287,LOCAL_ES,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for LOCAL_ES,CLOSED,client287@example.com,4
TRF-000288,2023-10-15,US,B2B,TRACK00000288,DHL_US,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for DHL_US,CLOSED,client288@example.com,4
TRF-000289,2023-10-16,ES,B2C,TRACK00000289,SEUR,DAMAGE,Closed DAMAGE incident handled for SEUR,CLOSED,client289@example.com,2
TRF-000290,2023-10-17,ES,B2B,TRACK00000290,SEUR,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for SEUR,CLOSED,client290@example.com,5
TRF-000291,2023-10-18,ES,B2B,TRACK00000291,DHL_ES,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for DHL_ES,CLOSED,client291@example.com,4
TRF-000292,2023-10-19,ES,B2B,TRACK00000292,LOCAL_ES,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for LOCAL_ES,CLOSED,client292@example.com,3
TRF-000293,2023-10-20,US,B2B,TRACK00000293,FEDEX,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for FEDEX,CLOSED,client293@example.com,4
TRF-000294,2023-10-21,US,B2C,TRACK00000294,UPS,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for UPS,CLOSED,client294@example.com,2
TRF-000295,2023-10-22,US,B2B,TRACK00000295,DHL_US,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for DHL_US,CLOSED,client295@example.com,3
TRF-000296,2023-10-23,US,B2C,TRACK00000296,DHL_US,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for DHL_US,CLOSED,client296@example.com,2
TRF-000297,2023-10-24,US,B2B,TRACK00000297,UPS,DAMAGE,Closed DAMAGE incident handled for UPS,CLOSED,client297@example.com,3
TRF-000298,2023-10-25,US,B2B,TRACK00000298,FEDEX,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for FEDEX,CLOSED,client298@example.com,3
TRF-000299,2023-10-26,US,B2C,TRACK00000299,FEDEX,LOST_PARCEL,Closed LOST_PARCEL incident handled for FEDEX,CLOSED,client299@example.com,2
TRF-000300,2023-10-27,ES,B2B,TRACK00000300,SEUR,DAMAGE,Closed DAMAGE incident handled for SEUR,CLOSED,client300@example.com,3
TRF-000301,2023-10-28,US,B2C,TRACK00000301,UPS,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for UPS,CLOSED,client301@example.com,3
TRF-000302,2023-10-29,ES,B2C,TRACK00000302,LOCAL_ES,LOST_PARCEL,Closed LOST_PARCEL incident handled for LOCAL_ES,CLOSED,client302@example.com,1
TRF-000303,2023-10-30,US,B2B,TRACK00000303,DHL_US,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for DHL_US,CLOSED,client303@example.com,3
TRF-000304,2023-10-31,ES,B2C,TRACK00000304,SEUR,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for SEUR,CLOSED,client304@example.com,2
TRF-000305,2023-11-01,ES,B2C,TRACK00000305,LOCAL_ES,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for LOCAL_ES,CLOSED,client305@example.com,3
TRF-000306,2023-11-02,ES,B2B,TRACK00000306,MRW,LOST_PARCEL,Closed LOST_PARCEL incident handled for MRW,CLOSED,client306@example.com,2
TRF-000307,2023-11-03,US,B2C,TRACK00000307,DHL_US,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for DHL_US,CLOSED,client307@example.com,3
TRF-000308,2023-11-04,ES,B2B,TRACK00000308,SEUR,DAMAGE,Closed DAMAGE incident handled for SEUR,CLOSED,client308@example.com,3
TRF-000309,2023-11-05,US,B2C,TRACK00000309,DHL_US,LOST_PARCEL,Closed LOST_PARCEL incident handled for DHL_US,CLOSED,client309@example.com,3
TRF-000310,2023-11-06,ES,B2B,TRACK00000310,LOCAL_ES,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for LOCAL_ES,CLOSED,client310@example.com,3
TRF-000311,2023-11-07,ES,B2B,TRACK00000311,MRW,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for MRW,CLOSED,client311@example.com,3
TRF-000312,2023-11-08,ES,B2B,TRACK00000312,MRW,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for MRW,CLOSED,client312@example.com,4
TRF-000313,2023-11-09,US,B2C,TRACK00000313,UPS,DAMAGE,Closed DAMAGE incident handled for UPS,CLOSED,client313@example.com,3
TRF-000314,2023-11-10,ES,B2B,TRACK00000314,LOCAL_ES,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for LOCAL_ES,CLOSED,client314@example.com,4
TRF-000315,2023-11-11,ES,B2B,TRACK00000315,MRW,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for MRW,CLOSED,client315@example.com,3
TRF-000316,2023-11-12,US,B2C,TRACK00000316,DHL_US,LOST_PARCEL,Closed LOST_PARCEL incident handled for DHL_US,CLOSED,client316@example.com,2
TRF-000317,2023-11-13,US,B2B,TRACK00000317,FEDEX,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for FEDEX,CLOSED,client317@example.com,3
TRF-000318,2023-11-14,US,B2B,TRACK00000318,FEDEX,DAMAGE,Closed DAMAGE incident handled for FEDEX,CLOSED,client318@example.com,3
TRF-000319,2023-11-15,US,B2C,TRACK00000319,UPS,LOST_PARCEL,Closed LOST_PARCEL incident handled for UPS,CLOSED,client319@example.com,3
TRF-000320,2023-11-16,ES,B2B,TRACK00000320,LOCAL_ES,LOST_PARCEL,Closed LOST_PARCEL incident handled for LOCAL_ES,CLOSED,client320@example.com,2
TRF-000321,2023-11-17,ES,B2B,TRACK00000321,MRW,LOST_PARCEL,Closed LOST_PARCEL incident handled for MRW,CLOSED,client321@example.com,3
TRF-000322,2023-11-18,US,B2C,TRACK00000322,UPS,LOST_PARCEL,Closed LOST_PARCEL incident handled for UPS,CLOSED,client322@example.com,3
TRF-000323,2023-11-19,ES,B2B,TRACK00000323,DHL_ES,LOST_PARCEL,Closed LOST_PARCEL incident handled for DHL_ES,CLOSED,client323@example.com,2
TRF-000324,2023-11-20,ES,B2B,TRACK00000324,DHL_ES,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for DHL_ES,CLOSED,client324@example.com,2
TRF-000325,2023-11-21,US,B2C,TRACK00000325,DHL_US,DAMAGE,Closed DAMAGE incident handled for DHL_US,CLOSED,client325@example.com,1
TRF-000326,2023-11-22,ES,B2C,TRACK00000326,MRW,DAMAGE,Closed DAMAGE incident handled for MRW,CLOSED,client326@example.com,2
TRF-000327,2023-11-23,ES,B2B,TRACK00000327,MRW,DAMAGE,Closed DAMAGE incident handled for MRW,CLOSED,client327@example.com,2
TRF-000328,2023-11-24,ES,B2C,TRACK00000328,DHL_ES,LOST_PARCEL,Closed LOST_PARCEL incident handled for DHL_ES,CLOSED,client328@example.com,2
TRF-000329,2023-11-25,ES,B2C,TRACK00000329,MRW,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for MRW,CLOSED,client329@example.com,3
TRF-000330,2023-11-26,US,B2B,TRACK00000330,FEDEX,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for FEDEX,CLOSED,client330@example.com,3
TRF-000331,2023-11-27,US,B2B,TRACK00000331,UPS,DAMAGE,Closed DAMAGE incident handled for UPS,CLOSED,client331@example.com,3
TRF-000332,2023-11-28,ES,B2B,TRACK00000332,MRW,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for MRW,CLOSED,client332@example.com,3
TRF-000333,2023-11-29,US,B2C,TRACK00000333,FEDEX,LOST_PARCEL,Closed LOST_PARCEL incident handled for FEDEX,CLOSED,client333@example.com,2
TRF-000334,2023-11-30,US,B2B,TRACK00000334,DHL_US,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for DHL_US,CLOSED,client334@example.com,4
TRF-000335,2023-12-01,ES,B2B,TRACK00000335,DHL_ES,LOST_PARCEL,Closed LOST_PARCEL incident handled for DHL_ES,CLOSED,client335@example.com,2
